id	geom	mi	inom	nome_carta
3014	0106000020EF7C0000010000000103000000010000000500000032B368288905114197EE368C07AD614122BAEA6EAC0411411B31A5D6C7B36141F296ADABBDDC11418DB23D75CEB361413AF915938CDD1141E8BAD24A0EAD614132B368288905114197EE368C07AD6141	1111-1-NO	SB-23-Y-A-VI-1-NO	\N
3015	0106000020EF7C00000100000001030000000100000005000000279A70CFF88E1341E251F6919A9F6141A83AC9BB3E8E13417A9AAE865AA66141B838183F29661441DBA86D1060A6614164D320FED4661441C1B77635A09F6141279A70CFF88E1341E251F6919A9F6141	1111-4-NE	SB-23-Y-A-VI-4-NE	\N
3016	0106000020EF7C000001000000010300000001000000050000003AF915938CDD1141E8BAD24A0EAD6141F296ADABBDDC11418DB23D75CEB36141A4CF7208CBB4124193E751A6D4B36141CE7A071F8CB51241249FD89914AD61413AF915938CDD1141E8BAD24A0EAD6141	1111-1-NE	SB-23-Y-A-VI-1-NE	\N
3017	0106000020EF7C00000100000001030000000100000005000000A83AC9BB3E8E13417A9AAE865AA661410CF5630E888D1341C16A52791AAD61415AB74CA3806514415F3F49E91FAD6141B838183F29661441DBA86D1060A66141A83AC9BB3E8E13417A9AAE865AA66141	1111-2-SE	SB-23-Y-A-VI-2-SE	\N
3018	0106000020EF7C00000100000001030000000100000005000000CE7A071F8CB51241249FD89914AD6141A4CF7208CBB4124193E751A6D4B361411AAC76C7D48C13419272EB69DAB361410CF5630E888D1341C16A52791AAD6141CE7A071F8CB51241249FD89914AD6141	1111-2-NO	SB-23-Y-A-VI-2-NO	\N
3019	0106000020EF7C000001000000010300000001000000050000000CF5630E888D1341C16A52791AAD61411AAC76C7D48C13419272EB69DAB361410E02F02ADB6414413A4B13C0DFB361415AB74CA3806514415F3F49E91FAD61410CF5630E888D1341C16A52791AAD6141	1111-2-NE	SB-23-Y-A-VI-2-NE	\N
3020	0106000020EF7C0000010000000103000000010000000500000056E733E083671441B89E5A58E098614164D320FED4661441C1B77635A09F61412D588A16AE3E154100025C65A59F61413C570D624E3F154195C8EA9FE598614156E733E083671441B89E5A58E0986141	1112-3-SO	SB-23-Y-B-IV-3-SO	\N
3021	0106000020EF7C000001000000010300000001000000050000003C570D624E3F154195C8EA9FE59861412D588A16AE3E154100025C65A59F6141069C985A84161641153EAE21AA9F614140468410161716411392D871EA9861413C570D624E3F154195C8EA9FE5986141	1112-3-SE	SB-23-Y-B-IV-3-SE	\N
3022	0106000020EF7C0000010000000103000000010000000500000040468410161716411392D871EA986141069C985A84161641153EAE21AA9F614155D6320C58EE1641CEC5746AAE9F61410643692DDBEE164150752BCEEE98614140468410161716411392D871EA986141	1112-4-SO	SB-23-Y-B-IV-4-SO	\N
3023	0106000020EF7C00000100000001030000000100000005000000C7BEA37DE8EF1641D0FBCB8E6F8B61413CFD9BA860EF16412C3AA12F2F9261414BF7E59E14C71741C268D827339261412B54305A8DC717411AAA7698738B6141C7BEA37DE8EF1641D0FBCB8E6F8B6141	1191-2-SE	SB-23-Y-D-I-2-SE	\N
3024	0106000020EF7C000001000000010300000001000000050000003CFD9BA860EF16412C3AA12F2F9261410643692DDBEE164150752BCEEE986141680689FA9DC61741C635EAB4F29861414BF7E59E14C71741C268D827339261413CFD9BA860EF16412C3AA12F2F926141	1191-2-NE	SB-23-Y-D-I-2-NE	\N
3025	0106000020EF7C000001000000010300000001000000050000000643692DDBEE164150752BCEEE98614155D6320C58EE1641CEC5746AAE9F614160653C6D29C617416F3FB63FB29F6141680689FA9DC61741C635EAB4F29861410643692DDBEE164150752BCEEE986141	1112-4-SE	SB-23-Y-B-IV-4-SE	\N
3026	0106000020EF7C00000100000001030000000100000005000000680689FA9DC61741C635EAB4F298614160653C6D29C617416F3FB63FB29F6141C83095BFF89D1841C79D78A1B59F61419AD5ACB95E9E18416CE01A26F6986141680689FA9DC61741C635EAB4F2986141	1113-3-SO	SB-23-Y-B-V-3-SO	\N
3027	0106000020EF7C000001000000010300000001000000050000009AD5ACB95E9E18416CE01A26F6986141C83095BFF89D1841C79D78A1B59F6141440C1A45C67519414B20C18FB89F614192E49AAC1D761941C5CBC221F99861419AD5ACB95E9E18416CE01A26F6986141	1113-3-SE	SB-23-Y-B-V-3-SE	\N
3028	0106000020EF7C000001000000010300000001000000050000005AB74CA3806514415F3F49E91FAD61410E02F02ADB6414413A4B13C0DFB3614108991075DE3C1541A5BED1A8E4B361410E07DE1F763D1541EE90C5E924AD61415AB74CA3806514415F3F49E91FAD6141	1112-1-NO	SB-23-Y-B-IV-1-NO	\N
3029	0106000020EF7C000001000000010300000001000000050000000E07DE1F763D1541EE90C5E924AD614108991075DE3C1541A5BED1A8E4B36141328E05E8DE141641786F2E24E9B36141F1822FC668151641C725CF7A29AD61410E07DE1F763D1541EE90C5E924AD6141	1112-1-NE	SB-23-Y-B-IV-1-NE	\N
3030	0106000020EF7C00000100000001030000000100000005000000F1822FC668151641C725CF7A29AD6141328E05E8DE141641786F2E24E9B36141F5B7F7C5DCEC164100563032EDB36141828654D858ED1641D1166D9C2DAD6141F1822FC668151641C725CF7A29AD6141	1112-2-NO	SB-23-Y-B-IV-2-NO	\N
3031	0106000020EF7C0000010000000103000000010000000500000055D6320C58EE1641CEC5746AAE9F6141CC4B1F45D7ED1641F84687046EA66141525A22F7B6C51741C8B646C871A6614160653C6D29C617416F3FB63FB29F614155D6320C58EE1641CEC5746AAE9F6141	1112-4-NE	SB-23-Y-B-IV-4-NE	\N
3032	0106000020EF7C00000100000001030000000100000005000000CC4B1F45D7ED1641F84687046EA66141828654D858ED1641D1166D9C2DAD6141A18D5C9846C5174197CFA54E31AD6141525A22F7B6C51741C8B646C871A66141CC4B1F45D7ED1641F84687046EA66141	1112-2-SE	SB-23-Y-B-IV-2-SE	\N
3033	0106000020EF7C00000100000001030000000100000005000000828654D858ED1641D1166D9C2DAD6141F5B7F7C5DCEC164100563032EDB36141EA090C51D8C417414AC0DDD2F0B36141A18D5C9846C5174197CFA54E31AD6141828654D858ED1641D1166D9C2DAD6141	1112-2-NE	SB-23-Y-B-IV-2-NE	\N
3034	0106000020EF7C00000100000001030000000100000005000000A18D5C9846C5174197CFA54E31AD6141EA090C51D8C417414AC0DDD2F0B3614154F863CBD19C18413D523C06F4B36141AC975348329D1841620E7F9134AD6141A18D5C9846C5174197CFA54E31AD6141	1113-1-NO	SB-23-Y-B-V-1-NO	\N
3035	0106000020EF7C00000100000001030000000100000005000000AC975348329D1841620E7F9134AD614154F863CBD19C18413D523C06F4B36141D0DB1D77C9741941B00551CCF6B36141E88A422A1C7519414FE4FD6437AD6141AC975348329D1841620E7F9134AD6141	1113-1-NE	SB-23-Y-B-V-1-NE	\N
3036	0106000020EF7C0000010000000103000000010000000500000022BAEA6EAC0411411B31A5D6C7B36141CCD861E5D3031141A476291F88BA6141A3701CB1F2DB11419771B69D8EBA6141F296ADABBDDC11418DB23D75CEB3614122BAEA6EAC0411411B31A5D6C7B36141	1032-3-SO	SB-23-Y-A-III-3-SO	\N
3037	0106000020EF7C00000100000001030000000100000005000000CCD861E5D3031141A476291F88BA6141CA180E8CFF0211412604CD6548C16141077F9EA32BDB1141D46446C44EC16141A3701CB1F2DB11419771B69D8EBA6141CCD861E5D3031141A476291F88BA6141	1032-3-NO	SB-23-Y-A-III-3-NO	\N
3038	0106000020EF7C00000100000001030000000100000005000000CA180E8CFF0211412604CD6548C1614114462E632F021141DB2099AA08C8614155916E8368DA114168FBF6E80EC86141077F9EA32BDB1141D46446C44EC16141CA180E8CFF0211412604CD6548C16141	1032-1-SO	SB-23-Y-A-III-1-SO	\N
3039	0106000020EF7C000001000000010300000001000000050000001AAC76C7D48C13419272EB69DAB36141544136E7248C1341486483589ABA61414ADE32D638641441DB9ED5949FBA61410E02F02ADB6414413A4B13C0DFB361411AAC76C7D48C13419272EB69DAB36141	1032-4-SE	SB-23-Y-A-III-4-SE	\N
3040	0106000020EF7C00000100000001030000000100000005000000544136E7248C1341486483589ABA6141EC94D66D788B1341ADF423455AC161412E2445A599631441290F9A675FC161414ADE32D638641441DB9ED5949FBA6141544136E7248C1341486483589ABA6141	1032-4-NE	SB-23-Y-A-III-4-NE	\N
3041	0106000020EF7C00000100000001030000000100000005000000EC94D66D788B1341ADF423455AC16141B6858A5BCF8A1341EDDAD62F1AC8614180BE5598FD62144179736A381FC861412E2445A599631441290F9A675FC16141EC94D66D788B1341ADF423455AC16141	1032-2-SE	SB-23-Y-A-III-2-SE	\N
3042	0106000020EF7C000001000000010300000001000000050000000C228DDB60A30E41A7EAD0F7FAC76141B3837BCD95A10E413F465181BBCE6141EA50DB5D1929104146591A6AC2CE614150D7CD1CF22910416D3AE50402C861410C228DDB60A30E41A7EAD0F7FAC76141	1031-2-NO	SB-23-Y-A-II-2-NO	\N
3043	0106000020EF7C0000010000000103000000010000000500000050D7CD1CF22910416D3AE50402C86141EA50DB5D1929104146591A6AC2CE6141EEEEFF6A630111413E1697EDC8CE614114462E632F021141DB2099AA08C8614150D7CD1CF22910416D3AE50402C86141	1031-2-NE	SB-23-Y-A-II-2-NE	\N
3044	0106000020EF7C0000010000000103000000010000000500000014462E632F021141DB2099AA08C86141EEEEFF6A630111413E1697EDC8CE61413C4DC650A9D91141BAA6D10BCFCE614155916E8368DA114168FBF6E80EC8614114462E632F021141DB2099AA08C86141	1032-1-NO	SB-23-Y-A-III-1-NO	\N
3045	0106000020EF7C00000100000001030000000100000005000000EEEEFF6A630111413E1697EDC8CE6141E063BFA39B001141F72FD02E89D56141DC2EDE0BEED811416FDADF2C8FD561413C4DC650A9D91141BAA6D10BCFCE6141EEEEFF6A630111413E1697EDC8CE6141	955-3-SO	SB-23-V-C-VI-3-SO	\N
3046	0106000020EF7C00000100000001030000000100000005000000E063BFA39B001141F72FD02E89D56141AEB7A70DD8FF1041D8BB4D6E49DC6141B788EDB436D811415B0C2B4C4FDC6141DC2EDE0BEED811416FDADF2C8FD56141E063BFA39B001141F72FD02E89D56141	955-3-NO	SB-23-V-C-VI-3-NO	\N
3047	0106000020EF7C0000010000000103000000010000000500000055916E8368DA114168FBF6E80EC861413C4DC650A9D91141BAA6D10BCFCE614176CFC251EBB11241E195D3C4D4CE614118240FC09DB21241F38508C014C8614155916E8368DA114168FBF6E80EC86141	1032-1-NE	SB-23-Y-A-III-1-NE	\N
3048	0106000020EF7C0000010000000103000000010000000500000018240FC09DB21241F38508C014C8614176CFC251EBB11241E195D3C4D4CE614123F183B0298A134190D0A518DACE6141B6858A5BCF8A1341EDDAD62F1AC8614118240FC09DB21241F38508C014C86141	1032-2-NO	SB-23-Y-A-III-2-NO	\N
3049	0106000020EF7C00000100000001030000000100000005000000B6858A5BCF8A1341EDDAD62F1AC8614123F183B0298A134190D0A518DACE6141A2AA92AF646214417EA55007DFCE614180BE5598FD62144179736A381FC86141B6858A5BCF8A1341EDDAD62F1AC86141	1032-2-NE	SB-23-Y-A-III-2-NE	\N
3050	0106000020EF7C0000010000000103000000010000000500000023F183B0298A134190D0A518DACE614140B3F36C8789134167919AFF99D561418AF828EBCE611441428156D49ED56141A2AA92AF646214417EA55007DFCE614123F183B0298A134190D0A518DACE6141	955-4-SE	SB-23-V-C-VI-4-SE	\N
3051	0106000020EF7C0000010000000103000000010000000500000040B3F36C8789134167919AFF99D56141A1A60991E888134186DBBEE459DC6141C2CA444B3C61144115E5859F5EDC61418AF828EBCE611441428156D49ED5614140B3F36C8789134167919AFF99D56141	955-4-NE	SB-23-V-C-VI-4-NE	\N
3052	0106000020EF7C00000100000001030000000100000005000000F5B7F7C5DCEC164100563032EDB3614105602D0E63EC1641C827DBC5ACBA6141023C51216CC41741EFC1F854B0BA6141EA090C51D8C417414AC0DDD2F0B36141F5B7F7C5DCEC164100563032EDB36141	1033-4-SE	SB-23-Y-B-I-4-SE	\N
3053	0106000020EF7C0000010000000103000000010000000500000005602D0E63EC1641C827DBC5ACBA6141F74C19B1EBEB1641F6B177576CC16141F1F24B0902C41741271001D56FC16141023C51216CC41741EFC1F854B0BA614105602D0E63EC1641C827DBC5ACBA6141	1033-4-NE	SB-23-Y-B-I-4-NE	\N
3054	0106000020EF7C00000100000001030000000100000005000000F74C19B1EBEB1641F6B177576CC16141669BDEAE76EB1641D91C10E72BC86141EC5F1B099AC3174118E900532FC86141F1F24B0902C41741271001D56FC16141F74C19B1EBEB1641F6B177576CC16141	1033-2-SE	SB-23-Y-B-I-2-SE	\N
3055	0106000020EF7C0000010000000103000000010000000500000080BE5598FD62144179736A381FC86141A2AA92AF646214417EA55007DFCE614156D672919C3A15415DC5DB90E3CE6141A6BCE0B8283B15418A27CBD923C8614180BE5598FD62144179736A381FC86141	1033-1-NO	SB-23-Y-B-I-1-NO	\N
3056	0106000020EF7C00000100000001030000000100000005000000A6BCE0B8283B15418A27CBD923C8614156D672919C3A15415DC5DB90E3CE6141C195A398D1121641F2424EB5E7CE6141F7B896FF50131641052E001428C86141A6BCE0B8283B15418A27CBD923C86141	1033-1-NE	SB-23-Y-B-I-1-NE	\N
3057	0106000020EF7C00000100000001030000000100000005000000F7B896FF50131641052E001428C86141C195A398D1121641F2424EB5E7CE614142B69F0704EB16413393AE74EBCE6141669BDEAE76EB1641D91C10E72BC86141F7B896FF50131641052E001428C86141	1033-2-NO	SB-23-Y-B-I-2-NO	\N
3058	0106000020EF7C00000100000001030000000100000005000000669BDEAE76EB1641D91C10E72BC8614142B69F0704EB16413393AE74EBCE61415116DE2034C31741628D02CFEECE6141EC5F1B099AC3174118E900532FC86141669BDEAE76EB1641D91C10E72BC86141	1033-2-NE	SB-23-Y-B-I-2-NE	\N
3059	0106000020EF7C00000100000001030000000100000005000000EC5F1B099AC3174118E900532FC861415116DE2034C31741628D02CFEECE6141260AD226629B18411D6B4FC4F1CE6141EA7AAC50BB9B184112E7D75732C86141EC5F1B099AC3174118E900532FC86141	1034-1-NO	SB-23-Y-B-II-1-NO	\N
3060	0106000020EF7C00000100000001030000000100000005000000EA7AAC50BB9B184112E7D75732C86141260AD226629B18411D6B4FC4F1CE6141A2C0EB5B8E73194178C89954F4CE6141C63DEEC7DA73194161CA99F534C86141EA7AAC50BB9B184112E7D75732C86141	1034-1-NE	SB-23-Y-B-II-1-NE	\N
3061	0106000020EF7C0000010000000103000000010000000500000042B69F0704EB16413393AE74EBCE6141CC567EBB93EA164130425D00ABD56141A30BB250D0C2174110401049AED561415116DE2034C31741628D02CFEECE614142B69F0704EB16413393AE74EBCE6141	956-4-SE	SB-23-V-D-IV-4-SE	\N
3062	0106000020EF7C00000100000001030000000100000005000000CC567EBB93EA164130425D00ABD561418F849BCA25EA16415359268A6ADC61418797B4986EC21741904634C16DDC6141A30BB250D0C2174110401049AED56141CC567EBB93EA164130425D00ABD56141	956-4-NE	SB-23-V-D-IV-4-NE	\N
3063	0106000020EF7C0000010000000103000000010000000500000066D44C97F87B1941A948EC84C0336141EE4783B8897B1941F314AF19803A6141F6DDE6BC5F521A41BB44D93C833A6141AFAD3520BC521A412D5232B3C333614166D44C97F87B1941A948EC84C0336141	1428-4-NO	SC-23-V-B-V-4-NO	\N
3064	0106000020EF7C00000100000001030000000100000005000000AFAD3520BC521A412D5232B3C3336141F6DDE6BC5F521A41BB44D93C833A614164A8917F34291B415038F5CD853A61411A75F3677E291B4157F9644DC6336141AFAD3520BC521A412D5232B3C3336141	1428-4-NE	SC-23-V-B-V-4-NE	\N
3065	0106000020EF7C000001000000010300000001000000050000001A75F3677E291B4157F9644DC633614164A8917F34291B415038F5CD853A61415AFDDD4008001C411EE006CD873A6141FB25C4AE3F001C41AB3B8853C83361411A75F3677E291B4157F9644DC6336141	1429-3-NO	SC-23-V-B-VI-3-NO	\N
3066	0106000020EF7C00000100000001030000000100000005000000FB25C4AE3F001C41AB3B8853C83361415AFDDD4008001C411EE006CD873A61415BBF2441DBD61C41664C113A893A6141A949E43400D71C419D339FC5C9336141FB25C4AE3F001C41AB3B8853C8336141	1429-3-NE	SC-23-V-B-VI-3-NE	\N
3067	0106000020EF7C00000100000001030000000100000005000000EE4783B8897B1941F314AF19803A6141880F63691C7B1941E6BB94AB3F4161419BB6A1A604521A41692C9FC342416141F6DDE6BC5F521A41BB44D93C833A6141EE4783B8897B1941F314AF19803A6141	1428-2-SO	SC-23-V-B-V-2-SO	\N
3068	0106000020EF7C00000100000001030000000100000005000000880F63691C7B1941E6BB94AB3F416141AF4E0CAAB07A1941A166A73AFF4761414DFD80DDAA511A412A408E47024861419BB6A1A604521A41692C9FC342416141880F63691C7B1941E6BB94AB3F416141	1428-2-NO	SC-23-V-B-V-2-NO	\N
3069	0106000020EF7C00000100000001030000000100000005000000AF4E0CAAB07A1941A166A73AFF476141E6B29E7A467A1941B441F1C6BE4E614174159F6152511A4165BAB0C8C14E61414DFD80DDAA511A412A408E4702486141AF4E0CAAB07A1941A166A73AFF476141	1350-4-SO	SC-23-V-B-II-4-SO	\N
3070	0106000020EF7C00000100000001030000000100000005000000A949E43400D71C419D339FC5C93361415BBF2441DBD61C41664C113A893A614143BABDC0ADAD1D4150AD16158A3A614110548F3AC0AD1D419E18ACA3CA336141A949E43400D71C419D339FC5C9336141	1429-4-NO	SC-23-V-B-VI-4-NO	\N
3071	0106000020EF7C0000010000000103000000010000000500000010548F3AC0AD1D419E18ACA3CA33614143BABDC0ADAD1D4150AD16158A3A61410000000080841E41F252185E8A3A61410000000080841E41203FB0EDCA33614110548F3AC0AD1D419E18ACA3CA336141	1429-4-NE	SC-23-V-B-VI-4-NE	\N
3072	0106000020EF7C000001000000010300000001000000050000000000000080841E41203FB0EDCA3361410000000080841E41F252185E8A3A6141BD45423F525B1F4150AD16158A3A6141F0AB70C53F5B1F419E18ACA3CA3361410000000080841E41203FB0EDCA336141	1430-3-NO	SC-23-X-A-IV-3-NO	\N
3073	0106000020EF7C000001000000010300000001000000050000005BBF2441DBD61C41664C113A893A6141F1A299D2B6D61C4144EA9AAB48416141402786899BAD1D4120B797834941614143BABDC0ADAD1D4150AD16158A3A61415BBF2441DBD61C41664C113A893A6141	1429-2-SO	SC-23-V-B-VI-2-SO	\N
3074	0106000020EF7C00000100000001030000000100000005000000F1A299D2B6D61C4144EA9AAB48416141F2A74DE992D61C418C5E461A08486141A7F4ED9489AD1D41258B39EF08486141402786899BAD1D4120B7978349416141F1A299D2B6D61C4144EA9AAB48416141	1429-2-NO	SC-23-V-B-VI-2-NO	\N
3075	0106000020EF7C00000100000001030000000100000005000000F2A74DE992D61C418C5E461A084861419C5A4B856FD61C4111FE1D86C74E61417268FAE277AD1D41FA810658C84E6141A7F4ED9489AD1D41258B39EF08486141F2A74DE992D61C418C5E461A08486141	1351-4-SO	SC-23-V-B-III-4-SO	\N
3076	0106000020EF7C00000100000001030000000100000005000000E6B29E7A467A1941B441F1C6BE4E6141B37339DBDD791941147D7C507E5561412E001633FB501A41EAD810478155614174159F6152511A4165BAB0C8C14E6141E6B29E7A467A1941B441F1C6BE4E6141	1350-4-NO	SC-23-V-B-II-4-NO	\N
3077	0106000020EF7C0000010000000103000000010000000500000074159F6152511A4165BAB0C8C14E61412E001633FB501A41EAD8104781556141BAB8154717281B419F8EB2B383556141D2CE48055D281B410FA0753EC44E614174159F6152511A4165BAB0C8C14E6141	1350-4-NE	SC-23-V-B-II-4-NE	\N
3078	0106000020EF7C00000100000001030000000100000005000000D2CE48055D281B410FA0753EC44E6141BAB8154717281B419F8EB2B3835561414E98005832FF1B41A759659685556141420249A666FF1B4179BB4328C64E6141D2CE48055D281B410FA0753EC44E6141	1351-3-NO	SC-23-V-B-III-3-NO	\N
3079	0106000020EF7C00000100000001030000000100000005000000420249A666FF1B4179BB4328C64E61414E98005832FF1B41A759659685556141E01F9DA64CD61C4116212CEF865561419C5A4B856FD61C4111FE1D86C74E6141420249A666FF1B4179BB4328C64E6141	1351-3-NE	SC-23-V-B-III-3-NE	\N
3080	0106000020EF7C00000100000001030000000100000005000000B37339DBDD791941147D7C507E5561419652FBCB767919410B4C53D73D5C6141465CFF51A5501A41E6DCB8C2405C61412E001633FB501A41EAD8104781556141B37339DBDD791941147D7C507E556141	1350-2-SO	SC-23-V-B-II-2-SO	\N
3081	0106000020EF7C000001000000010300000001000000050000009652FBCB767919410B4C53D73D5C6141089B024D1179194132E57F5BFD626141386674BE50501A41D40AB33B00636141465CFF51A5501A41E6DCB8C2405C61419652FBCB767919410B4C53D73D5C6141	1350-2-NO	SC-23-V-B-II-2-NO	\N
3082	0106000020EF7C000001000000010300000001000000050000009C5A4B856FD61C4111FE1D86C74E6141E01F9DA64CD61C4116212CEF86556141F8B4B07366AD1D41A8F708BE875561417268FAE277AD1D41FA810658C84E61419C5A4B856FD61C4111FE1D86C74E6141	1351-4-NO	SC-23-V-B-III-4-NO	\N
3083	0106000020EF7C000001000000010300000001000000050000007268FAE277AD1D41FA810658C84E6141F8B4B07366AD1D41A8F708BE875561410000000080841E41CD1BFD02885561410000000080841E41128AFE9DC84E61417268FAE277AD1D41FA810658C84E6141	1351-4-NE	SC-23-V-B-III-4-NE	\N
3084	0106000020EF7C000001000000010300000001000000050000000000000080841E41128AFE9DC84E61410000000080841E41CD1BFD0288556141084B4F8C995B1F41A8F708BE875561418E97051D885B1F41FA810658C84E61410000000080841E41128AFE9DC84E6141	1352-3-NO	SC-23-X-A-I-3-NO	\N
3085	0106000020EF7C00000100000001030000000100000005000000E01F9DA64CD61C4116212CEF8655614164354D4D2AD61C4144237B55465C6141EBF8154755AD1D41A34B4B21475C6141F8B4B07366AD1D41A8F708BE87556141E01F9DA64CD61C4116212CEF86556141	1351-2-SO	SC-23-V-B-III-2-SO	\N
3086	0106000020EF7C0000010000000103000000010000000500000064354D4D2AD61C4144237B55465C614182B1657908D61C419D6315B905636141543F2F5D44AD1D41B3E0D78106636141EBF8154755AD1D41A34B4B21475C614164354D4D2AD61C4144237B55465C6141	1351-2-NO	SC-23-V-B-III-2-NO	\N
3087	0106000020EF7C00000100000001030000000100000005000000F0AB70C53F5B1F419E18ACA3CA336141BD45423F525B1F4150AD16158A3A61414DA06D5F12192041664C113A893A614125DB8DE5FF1820419D339FC5C9336141F0AB70C53F5B1F419E18ACA3CA336141	1430-3-NE	SC-23-X-A-IV-3-NE	\N
3088	0106000020EF7C0000010000000103000000010000000500000025DB8DE5FF1820419D339FC5C93361414DA06D5F12192041664C113A893A6141530191DF7B8420411EE006CD873A614102ED9D2860842041AB3B8853C833614125DB8DE5FF1820419D339FC5C9336141	1430-4-NO	SC-23-X-A-IV-4-NO	\N
3089	0106000020EF7C0000010000000103000000010000000500000002ED9D2860842041AB3B8853C8336141530191DF7B8420411EE006CD873A6141CE2B37C0E5EF20415038F5CD853A6141734506CCC0EF204157F9644DC633614102ED9D2860842041AB3B8853C8336141	1430-4-NE	SC-23-X-A-IV-4-NE	\N
3090	0106000020EF7C000001000000010300000001000000050000004DA06D5F12192041664C113A893A6141822EB3962419204144EA9AAB48416141D34A9C3297842041F4CE9E4347416141530191DF7B8420411EE006CD873A61414DA06D5F12192041664C113A893A6141	1430-2-SO	SC-23-X-A-IV-2-SO	\N
3091	0106000020EF7C00000100000001030000000100000005000000822EB3962419204144EA9AAB48416141012C598B361920418C5E461A0848614183C2B721B28420413A535AB706486141D34A9C3297842041F4CE9E4347416141822EB3962419204144EA9AAB48416141	1430-2-NO	SC-23-X-A-IV-2-NO	\N
3092	0106000020EF7C00000100000001030000000100000005000000012C598B361920418C5E461A08486141AC525A3D4819204111FE1D86C74E6141DF7EDBACCC84204179BB4328C64E614183C2B721B28420413A535AB706486141012C598B361920418C5E461A08486141	1352-4-SO	SC-23-X-A-I-4-SO	\N
3093	0106000020EF7C00000100000001030000000100000005000000734506CCC0EF204157F9644DC6336141CE2B37C0E5EF20415038F5CD853A614105918C21505B2141BB44D93C833A61412929E5EF215B21412D5232B3C3336141734506CCC0EF204157F9644DC6336141	1431-3-NO	SC-23-X-A-V-3-NO	\N
3094	0106000020EF7C000001000000010300000001000000050000002929E5EF215B21412D5232B3C333614105918C21505B2141BB44D93C833A6141095CBE23BBC62141F314AF19803A6141CD9559B483C62141A948EC84C03361412929E5EF215B21412D5232B3C3336141	1431-3-NE	SC-23-X-A-V-3-NE	\N
3095	0106000020EF7C00000100000001030000000100000005000000CD9559B483C62141A948EC84C0336141095CBE23BBC62141F314AF19803A614133A0FAE6263222415BD871647C3A61414A708339E631224125FC8DC2BC336141CD9559B483C62141A948EC84C0336141	1431-4-NO	SC-23-X-A-V-4-NO	\N
3096	0106000020EF7C0000010000000103000000010000000500000005918C21505B2141BB44D93C833A6141B224AFAC7D5B2141692C9FC3424161413C784ECBF1C62141E6BB94AB3F416141095CBE23BBC62141F314AF19803A614105918C21505B2141BB44D93C833A6141	1431-1-SE	SC-23-X-A-V-1-SE	\N
3097	0106000020EF7C00000100000001030000000100000005000000B224AFAC7D5B2141692C9FC34241614159813F91AA5B21412A408E4702486141A9D8F9AA27C72141A166A73AFF4761413C784ECBF1C62141E6BB94AB3F416141B224AFAC7D5B2141692C9FC342416141	1431-1-NE	SC-23-X-A-V-1-NE	\N
3098	0106000020EF7C0000010000000103000000010000000500000059813F91AA5B21412A408E4702486141467530CFD65B214165BAB0C8C14E61418DA6B0C25CC72141B441F1C6BE4E6141A9D8F9AA27C72141A166A73AFF47614159813F91AA5B21412A408E4702486141	1353-3-SE	SC-23-X-A-II-3-SE	\N
3099	0106000020EF7C000001000000010300000001000000050000008E97051D885B1F41FA810658C84E6141084B4F8C995B1F41A8F708BE875561410A70B1AC5919204116212CEF86556141AC525A3D4819204111FE1D86C74E61418E97051D885B1F41FA810658C84E6141	1352-3-NE	SC-23-X-A-I-3-NE	\N
3100	0106000020EF7C00000100000001030000000100000005000000AC525A3D4819204111FE1D86C74E61410A70B1AC5919204116212CEF86556141D9B3FFD3E6842041A759659685556141DF7EDBACCC84204179BB4328C64E6141AC525A3D4819204111FE1D86C74E6141	1352-4-NO	SC-23-X-A-I-4-NO	\N
3101	0106000020EF7C00000100000001030000000100000005000000DF7EDBACCC84204179BB4328C64E6141D9B3FFD3E6842041A759659685556141A323755C74F020419F8EB2B38355614197985B7D51F020410FA0753EC44E6141DF7EDBACCC84204179BB4328C64E6141	1352-4-NE	SC-23-X-A-I-4-NE	\N
3102	0106000020EF7C000001000000010300000001000000050000000A70B1AC5919204116212CEF86556141486559D96A19204144237B55465C6141E0B21C97008520412083C901455C6141D9B3FFD3E6842041A7596596855561410A70B1AC5919204116212CEF86556141	1352-2-SO	SC-23-X-A-I-2-SO	\N
3103	0106000020EF7C00000100000001030000000100000005000000486559D96A19204144237B55465C614139274DC37B1920419D6315B905636141DCEA2AF61985204194907A6A04636141E0B21C97008520412083C901455C6141486559D96A19204144237B55465C6141	1352-2-NO	SC-23-X-A-I-2-NO	\N
3104	0106000020EF7C0000010000000103000000010000000500000097985B7D51F020410FA0753EC44E6141A323755C74F020419F8EB2B383556141E9FF7466025C2141EAD8104781556141467530CFD65B214165BAB0C8C14E614197985B7D51F020410FA0753EC44E6141	1353-3-NO	SC-23-X-A-II-3-NO	\N
3105	0106000020EF7C00000100000001030000000100000005000000467530CFD65B214165BAB0C8C14E6141E9FF7466025C2141EAD81047815561412646631291C72141147D7C507E5561418DA6B0C25CC72141B441F1C6BE4E6141467530CFD65B214165BAB0C8C14E6141	1353-3-NE	SC-23-X-A-II-3-NE	\N
3106	0106000020EF7C000001000000010300000001000000050000008DA6B0C25CC72141B441F1C6BE4E61412646631291C72141147D7C507E5561411AE0A4802033224137EBF0CF7A55614159A93378E3322241D2953239BB4E61418DA6B0C25CC72141B441F1C6BE4E6141	1353-4-NO	SC-23-X-A-II-4-NO	\N
